Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags
2024-04-17,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-6.94,
2024-04-17,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-4.59,
2024-04-16,GetGo,Gas,Fidelity Rewards Visa *4913,GetGo,,-47.03,
2024-04-16,Chatham Garage Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Chatham Garage Pittsburgh Pa,,-30.00,
2024-04-16,Dot and Line Art Studi Dota Ca,Child Activities,Fidelity Rewards Visa *4913,Dot and Line Art Studi Dota Ca,,-250.00,
2024-04-16,AMC Theatres,Entertainment & Recreation,Fidelity Rewards Visa *4913,AMC Theatres,,-22.36,
2024-04-16,Masala House,Restaurants & Bars,Fidelity Rewards Visa *4913,Masala House,,-119.56,
2024-04-15,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-36.63,
2024-04-15,Ross Dress for Less,Clothing,Fidelity Rewards Visa *4913,Ross Dress for Less,,-29.99,
2024-04-15,Atlassian,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Atlassian,,-13.38,
2024-04-15,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-128.98,
2024-04-15,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-123.82,
2024-04-11,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,50.00,
2024-04-10,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-9.99,
2024-04-10,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-89.90,
2024-04-09,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-29.01,
2024-04-09,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-179.00,
2024-04-09,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-50.00,
2024-04-08,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-23.00,
2024-04-08,Whiteflowerfarm Mailor,Shopping,Fidelity Rewards Visa *4913,Whiteflowerfarm Mailor,,-31.46,
2024-04-08,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-04-08,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-04-08,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-56.59,
2024-04-08,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-45.23,
2024-04-08,Walgreens,Medical,Fidelity Rewards Visa *4913,Walgreens,,-28.97,
2024-04-08,Sling TV,Entertainment & Recreation,Fidelity Rewards Visa *4913,Sling TV,,-42.80,
2024-04-05,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-127.55,
2024-04-05,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,15.62,
2024-04-04,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-16.99,
2024-04-04,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-38.76,
2024-04-04,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-12.96,
2024-04-04,Lowe's,Home Improvement,Fidelity Rewards Visa *4913,Lowe's,,-19.22,
2024-04-03,Giant Eagle,Groceries,Fidelity Rewards Visa *4913,Giant Eagle,,-3.25,
2024-04-03,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-57.48,
2024-04-03,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-14.99,
2024-04-03,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-191.68,
2024-04-03,Bonafidemasks.com,Personal Care,Fidelity Rewards Visa *4913,Bonafidemasks.com,,-47.34,
2024-04-02,Jets Pizza Pa Pittsburgh,Restaurants & Bars,Fidelity Rewards Visa *4913,Jets Pizza Pa Pittsburgh,,-29.50,
2024-04-01,American Girl,Shopping,Fidelity Rewards Visa *4913,American Girl,,-50.29,
2024-04-01,Masala House,Restaurants & Bars,Fidelity Rewards Visa *4913,Masala House,,-79.30,
2024-04-01,Loft E Gift,Restaurants & Bars,Fidelity Rewards Visa *4913,Loft E Gift,,-50.00,
2024-04-01,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-5.25,
2024-04-01,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-46.18,
2024-04-01,TRAX FARMS FINLEYVILLE PA,Shopping,Fidelity Rewards Visa *4913,Trax Farms Finleyville Pa,,-16.94,
2024-04-01,TRAX FARMS FINLEYVILLE PA,Shopping,Fidelity Rewards Visa *4913,Trax Farms Finleyville Pa,,-81.55,
2024-04-01,TRAX FARMS FINLEYVILLE PA,Shopping,Fidelity Rewards Visa *4913,Trax Farms Finleyville Pa,,-11.01,
2024-04-01,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-61.25,
2024-03-29,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-26.98,
2024-03-29,Phipps Conservatory an Pittsburgh Pa,Entertainment & Recreation,Fidelity Rewards Visa *4913,Phipps Conservatory an Pittsburgh Pa,,-37.90,
2024-03-28,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-177.29,
2024-03-28,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-03-28,Kuhns Banksville Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Kuhns Banksville Pittsburgh Pa,,-16.04,
2024-03-28,Hbo Max,Entertainment & Recreation,Fidelity Rewards Visa *4913,HBO Max,,-17.11,
2024-03-27,Mtlebanonparking Pittsburgh Pa,Parking & Tolls,Fidelity Rewards Visa *4913,Mtlebanonparking Pittsburgh Pa,,-2.50,
2024-03-27,Cotton,Clothing,Fidelity Rewards Visa *4913,Cotton,,-17.00,
2024-03-26,Mt Lebanon Flowbird Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Mt Lebanon Flowbird Pittsburgh Pa,,-3.00,
2024-03-26,Jets Pizza Pa Pittsburgh,Restaurants & Bars,Fidelity Rewards Visa *4913,Jets Pizza Pa Pittsburgh,,-29.50,
2024-03-26,El Campesino,Restaurants & Bars,Fidelity Rewards Visa *4913,El Campesino,,-38.80,
2024-03-26,Mke Trip Advisor Shop Milwaukee Wi,Shopping,Fidelity Rewards Visa *4913,Mke Trip Advisor Shop Milwaukee Wi,,-16.32,
2024-03-26,Mcnamara Airp Mezza Detroit Mi,Restaurants & Bars,Fidelity Rewards Visa *4913,Mcnamara Airp Mezza Detroit Mi,,-23.73,
2024-03-25,Wallstreetst Detroit Mi,Restaurants & Bars,Fidelity Rewards Visa *4913,Wallstreetst Detroit Mi,,-8.47,
2024-03-25,Payment,Credit Card Payment,Fidelity Rewards Visa *4913,Payment,,5593.86,
2024-03-25,Chuck E. Cheese's,Entertainment & Recreation,Fidelity Rewards Visa *4913,Chuck E. Cheese's,,-48.42,
2024-03-25,Dot and Line Art Studi Dota Ca,Child Activities,Fidelity Rewards Visa *4913,Dot and Line Art Studi Dota Ca,,-100.00,
2024-03-25,Friends of the Domes,Entertainment & Recreation,Fidelity Rewards Visa *4913,Friends of the Domes,,-32.96,
2024-03-25,Uber,Taxi & Ride Shares,Fidelity Rewards Visa *4913,Uber Trip,,-15.22,
2024-03-25,Uber,Taxi & Ride Shares,Fidelity Rewards Visa *4913,Uber Trip,,-76.14,
2024-03-25,Timenewsst Detroit Mi,Entertainment & Recreation,Fidelity Rewards Visa *4913,Timenewsst Detroit Mi,,-9.88,
2024-03-25,Starbucks,Coffee Shops,Fidelity Rewards Visa *4913,Starbucks,,-8.16,
2024-03-25,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-17.00,
2024-03-25,Pilcrow Coffee Milwaukee Wi,Coffee Shops,Fidelity Rewards Visa *4913,Pilcrow Coffee Milwaukee Wi,,-14.27,
2024-03-25,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-33.63,
2024-03-25,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-25.91,
2024-03-25,The Original Pancake House,Restaurants & Bars,Fidelity Rewards Visa *4913,The Original Pancake House,,-39.35,
2024-03-22,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-0.75,
2024-03-22,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-03-20,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-123.54,
2024-03-20,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-168.20,
2024-03-20,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-44.66,
2024-03-20,Monarch Money App Monarchmo Ca,Financial & Legal Services,Fidelity Rewards Visa *4913,Monarch Money App Monarchmo Ca,,-49.99,Subscription
2024-03-20,Stinky's Bar & Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Stinky's Bar & Pittsburgh Pa,,-25.37,
2024-03-19,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,11.64,
2024-03-19,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.28,
2024-03-19,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-11.64,
2024-03-19,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-11.64,
2024-03-18,Penndot Rid Bridgev Bridgeville Pa,Gas,Fidelity Rewards Visa *4913,Penndot Rid Bridgev Bridgeville Pa,,-69.50,
2024-03-18,Style Encore Pittsburgh Pa,Clothing,Fidelity Rewards Visa *4913,Style Encore Pittsburgh Pa,,-29.70,
2024-03-18,Kingcrust via Slice,Restaurants & Bars,Fidelity Rewards Visa *4913,Kingcrust via Slice,,-48.94,
2024-03-18,Convive Coffee Roa Pittsburgh Pa,Coffee Shops,Fidelity Rewards Visa *4913,Convive Coffee Roa Pittsburgh Pa,,-6.62,
2024-03-18,St Clair Hospital Park Pittsburgh Pa,Medical,Fidelity Rewards Visa *4913,St Clair Hospital Park Pittsburgh Pa,,-4.00,
2024-03-18,Eclipse.net,Entertainment & Recreation,Fidelity Rewards Visa *4913,Eclipse.net,,-35.03,
2024-03-15,Jamisons Pittsburgh Pa,Gas,Fidelity Rewards Visa *4913,Jamisons Pittsburgh Pa,,-5.88,
2024-03-14,BP,Gas,Fidelity Rewards Visa *4913,BP Gas,,-43.07,
2024-03-14,Atlassian,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Atlassian,,-13.38,
2024-03-14,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-7.12,
2024-03-14,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-75.34,
2024-03-14,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-127.13,
2024-03-14,Emma's Kafe & Deli Upper Saint Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Emma's Kafe & Deli Upper Saint Pa,,-7.50,
2024-03-13,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-34.98,
2024-03-13,Pro ATM Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Pro ATM Pittsburgh Pa,,-1.50,
2024-03-13,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-41.28,
2024-03-11,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-2.97,
2024-03-11,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-26.33,
2024-03-11,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-64.97,
2024-03-11,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-4.72,
2024-03-11,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-40.09,
2024-03-11,The Home Depot,Home Improvement,Fidelity Rewards Visa *4913,The Home Depot,,-21.98,
2024-03-11,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-58.79,
2024-03-11,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-23.00,
2024-03-11,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-60.60,
2024-03-11,Old Navy,Clothing,Fidelity Rewards Visa *4913,Old Navy,,-100.57,
2024-03-11,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-12.88,
2024-03-08,Payschl Mt Lebanon Sd,Gas,Fidelity Rewards Visa *4913,Payschl Mt Lebanon Sd,,-104.50,
2024-03-07,Starbucks,Coffee Shops,Fidelity Rewards Visa *4913,Starbucks,,-5.98,
2024-03-07,Chautauqua Institution,Travel & Vacation,Fidelity Rewards Visa *4913,Chautauqua Institution,,-1863.00,
2024-03-06,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-32.98,
2024-03-06,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-127.71,
2024-03-05,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-11.48,
2024-03-05,Emma's Kafe & Deli Upper Saint Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Emma's Kafe & Deli Upper Saint Pa,,-2.50,
2024-03-04,Magic Washington Pi Bridgeville Pa,Gas,Fidelity Rewards Visa *4913,Magic Washington Pi Bridgeville Pa,,-10.00,
2024-03-04,Independent Brewing Co Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Independent Brewing Co Pittsburgh Pa,,-60.80,
2024-03-04,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-38.40,
2024-03-04,King Crust Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,King Crust Pittsburgh Pa,,-202.72,
2024-03-04,Market District,Groceries,Fidelity Rewards Visa *4913,Market District,,-71.80,
2024-03-04,Icp Goldfish Swim Scho,Child Activities,Fidelity Rewards Visa *4913,Icp Goldfish Swim Scho,,-228.00,
2024-03-04,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-14.36,
2024-03-04,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-27.22,
2024-03-01,TurboTax,Taxes,Fidelity Rewards Visa *4913,TurboTax,,-135.68,
2024-03-01,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-3.60,
2024-03-01,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-83.98,
2024-02-29,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-1.15,
2024-02-28,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-02-28,Hbo Max,Entertainment & Recreation,Fidelity Rewards Visa *4913,HBO Max,,-17.11,
2024-02-28,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-163.26,
2024-02-28,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-41.28,
2024-02-28,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-51.45,
2024-02-27,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-27,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-27,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-8.38,
2024-02-27,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-27,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-23,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-27.39,
2024-02-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,7.69,
2024-02-20,Pro ATM Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Pro ATM Pittsburgh Pa,,-1.50,
2024-02-20,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-20,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-20,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-20,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-0.65,
2024-02-20,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-18.00,
2024-02-20,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-87.14,
2024-02-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-35.36,
2024-02-20,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-58.73,
2024-02-20,ParkMobile,Parking & Tolls,Fidelity Rewards Visa *4913,ParkMobile,,-2.15,
2024-02-16,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-02-16,Shell,Gas,Fidelity Rewards Visa *4913,Shell,,-58.72,
2024-02-16,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-22.32,
2024-02-15,Delta Airlines,Travel & Vacation,Fidelity Rewards Visa *4913,Delta Airlines,,-360.20,
2024-02-15,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,to install 4 new tires on 2019 pacifica,-413.88,
2024-02-15,Hometown Mail Center D Pittsburgh Pa,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Hometown Mail Center D Pittsburgh Pa,,-3.00,
2024-02-14,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-158.20,
2024-02-14,Atlassian,Office Supplies & Expenses,Fidelity Rewards Visa *4913,Atlassian,,-13.38,
2024-02-13,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-18.26,
2024-02-13,Chartiers Valley Bridgeville Pa,Gas,Fidelity Rewards Visa *4913,Chartiers Valley Bridgeville Pa,,-4.99,
2024-02-13,Pittsburgh South Theat Bridgeville Pa,Entertainment & Recreation,Fidelity Rewards Visa *4913,Pittsburgh South Theat Bridgeville Pa,american fiction date night,-29.78,
2024-02-12,Salems Market Centre Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Salems Market Centre Pittsburgh Pa,,-18.67,
2024-02-12,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-19.04,
2024-02-12,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-37.89,
2024-02-12,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-9.62,
2024-02-12,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-97.75,
2024-02-12,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-6.49,
2024-02-12,The Children's Museum,Entertainment & Recreation,Fidelity Rewards Visa *4913,The Children's Museum,,-12.80,
2024-02-12,Fresh Thyme,Groceries,Fidelity Rewards Visa *4913,Fresh Thyme,,-72.44,
2024-02-12,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-29.14,
2024-02-12,Little Nippers,Restaurants & Bars,Fidelity Rewards Visa *4913,Little Nippers,Ada family birthday party,-102.75,
2024-02-12,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-10.15,
2024-02-08,LAZ Parking,Parking & Tolls,Fidelity Rewards Visa *4913,LAZ Parking,,-12.00,
2024-02-08,E-ZPass,Parking & Tolls,Fidelity Rewards Visa *4913,E-ZPass,,-35.00,
2024-02-07,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-24.38,
2024-02-07,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-167.52,
2024-02-06,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-18.08,
2024-02-06,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-184.56,
2024-02-06,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-49.31,
2024-02-05,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-02-05,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-128.39,
2024-02-05,BP,Gas,Fidelity Rewards Visa *4913,BP Gas,,-4.59,
2024-02-05,BP,Gas,Fidelity Rewards Visa *4913,BP Gas,,-40.80,
2024-02-05,Loft,Clothing,Fidelity Rewards Visa *4913,Loft,,-23.54,
2024-02-05,Loft,Clothing,Fidelity Rewards Visa *4913,Loft,,-26.99,
2024-02-05,Panera Bread,Restaurants & Bars,Fidelity Rewards Visa *4913,Panera Bread,,-4.79,
2024-02-05,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-33.48,
2024-02-05,The Beer Mine Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,The Beer Mine Pittsburgh Pa,,-17.63,
2024-02-05,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-28.15,
2024-02-05,McDonald's,Restaurants & Bars,Fidelity Rewards Visa *4913,McDonald's,,-21.03,
2024-02-05,Dot and Line Art Studi Dota Ca,Child Activities,Fidelity Rewards Visa *4913,Dot and Line Art Studi Dota Ca,,-920.00,
2024-02-05,Sunoco,Gas,Fidelity Rewards Visa *4913,Sunoco,,-1.92,
2024-02-02,Athleta,Clothing,Fidelity Rewards Visa *4913,Athleta,,-148.97,
2024-02-02,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-47.06,
2024-02-02,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-65.12,
2024-02-02,Loft,Clothing,Fidelity Rewards Visa *4913,Loft,,-57.91,
2024-02-02,Loft,Clothing,Fidelity Rewards Visa *4913,Loft,,-20.00,
2024-02-01,Athleta,Clothing,Fidelity Rewards Visa *4913,Athleta,,-99.00,
2024-02-01,Target,Shopping,Fidelity Rewards Visa *4913,Target,,-9.99,
2024-01-31,Pro ATM Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Pro ATM Pittsburgh Pa,,-1.50,
2024-01-31,Google Drive,Shopping,Fidelity Rewards Visa *4913,Google Drive,,-19.99,
2024-01-30,American Heart Es Hear Tx,Restaurants & Bars,Fidelity Rewards Visa *4913,American Heart Es Hear Tx,,-10.00,
2024-01-30,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-139.91,
2024-01-29,Magic Painters Run Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Magic Painters Run Pittsburgh Pa,,-10.00,
2024-01-29,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-01-29,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-01-29,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-7.48,
2024-01-29,Chick-fil-A,Restaurants & Bars,Fidelity Rewards Visa *4913,Chick-fil-A,,-35.41,
2024-01-29,Totopo Mexican Ki Mount Lebanon Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Totopo Mexican Ki Mount Lebanon Pa,,-145.16,
2024-01-29,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-49.10,
2024-01-29,Shell,Gas,Fidelity Rewards Visa *4913,Shell,,-56.20,
2024-01-29,Apple,Entertainment & Recreation,Fidelity Rewards Visa *4913,Apple,,-10.99,
2024-01-29,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-56.73,
2024-01-29,New York Times,Entertainment & Recreation,Fidelity Rewards Visa *4913,New York Times,,-17.00,
2024-01-29,Trader Joe's,Groceries,Fidelity Rewards Visa *4913,Trader Joe's,,-85.71,
2024-01-29,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-42.00,
2024-01-24,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-14.88,
2024-01-24,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-57.12,
2024-01-24,Girl Scouts,Restaurants & Bars,Fidelity Rewards Visa *4913,Girl Scouts,,-42.00,
2024-01-23,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-158.13,
2024-01-23,Payment,Credit Card Payment,Fidelity Rewards Visa *4913,Payment,,3665.49,
2024-01-22,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-9.99,
2024-01-22,McDonald's,Restaurants & Bars,Fidelity Rewards Visa *4913,McDonald's,,-11.22,
2024-01-19,Stinky's Bar & Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Stinky's Bar & Pittsburgh Pa,,-20.61,
2024-01-19,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-4.49,
2024-01-17,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-01-17,Barb's Corner Kitchen Pittsburgh Pa,Restaurants & Bars,Fidelity Rewards Visa *4913,Barb's Corner Kitchen Pittsburgh Pa,,-20.84,
2024-01-17,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-197.69,
2024-01-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-44.14,
2024-01-17,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-40.43,
2024-01-16,Center Independent Oi Pittsburgh Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Center Independent Oi Pittsburgh Pa,,-0.75,
2024-01-16,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-10.00,
2024-01-16,Fine Wine & Good Spirits,Restaurants & Bars,Fidelity Rewards Visa *4913,Fine Wine & Good Spirits,,-24.60,
2024-01-16,Planet Fitness,Fitness,Fidelity Rewards Visa *4913,Planet Fitness,,-1.88,
2024-01-16,Rite Aid,Medical,Fidelity Rewards Visa *4913,Rite Aid,,-22.38,
2024-01-16,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-89.28,
2024-01-16,Five Guys,Restaurants & Bars,Fidelity Rewards Visa *4913,Five Guys,,-70.54,
2024-01-16,Great Clips,Personal Care,Fidelity Rewards Visa *4913,Great Clips,,-34.00,
2024-01-12,Aldi,Groceries,Fidelity Rewards Visa *4913,Aldi,,-60.39,
2024-01-10,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,8.98,
2024-01-10,Pro ATM Carnegie Pa,Auto Maintenance,Fidelity Rewards Visa *4913,Pro ATM Carnegie Pa,,-1.50,
2024-01-10,Marathon,Gas,Fidelity Rewards Visa *4913,Marathon,,-23.53,
2024-01-10,Walmart,Shopping,Fidelity Rewards Visa *4913,Walmart,,-80.75,
